time,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56,data57,data58,data59,data60,data61,data62,data63,data64,data65,data66,data67,data68,data69,data70,data71,data72,data73,data74,data75,data76,data77,data78,data79,data80,data81,data82,data83,data84,data85,data86,data87,data88,data89,data90,data91,data92,data93,data94,data95,data96,data97,data98,data99,data100,data101,data102,data103,data104,data105,data106,data107,data108,data109,data110,data111,data112,data113,data114,data115,data116,data117,data118,data119,data120,data121,data122,data123,data124,data125,data126,data127,data128,data129,data130,data131,data132,data133,data134,data135,data136,data137,data138,data139,data140,data141,data142,data143,data144,data145,data146,data147,data148,data149,data150,data151,data152,data153,data154,data155,data156,data157,data158,data159,data160,data161,data162,data163,data164,data165,data166,data167,data168,data169,data170,data171,data172,data173,data174,data175,data176,data177,data178,data179,data180,data181,data182,data183,data184,data185,data186,data187,data188,data189,data190,data191,data192,data193,data194,data195,data196,data197,data198,data199,data200,data201,data202,data203,data204,data205,data206,data207,data208,data209,data210,data211,data212,data213,data214,data215,data216,data217,data218,data219,data220,data221,data222,data223,data224,data225,data226,data227,data228,data229,data230,data231,data232,data233,data234,data235,data236,data237,data238,data239,data240,data241,data242,data243,data244,data245,data246,data247,data248,data249,data250,data251,data252,data253,data254,data255,data256,data257,data258,data259,data260,data261,data262,data263,data264,data265,data266,data267,data268,data269,data270,data271,data272,data273,data274,data275,data276,data277,data278,data279,data280,data281,data282,data283,data284,data285,data286,data287,data288,data289,data290,data291,data292,data293,data294,data295,data296,data297,data298,data299,data300,data301,data302,data303,data304,data305,data306,data307,data308,data309,data310,data311,data312,data313,data314,data315,data316,data317,data318,data319,data320,data321,data322,data323,data324,data325,data326,data327,data328,data329,data330,data331,data332,data333,data334,data335,data336,data337,data338,data339,data340,data341,data342,data343,data344,data345,data346,data347,data348,data349,data350,data351,data352,data353,data354,data355,data356,data357,data358,data359,data360,data361,data362,data363,data364,data365,data366,data367,data368,data369,data370,data371,data372,data373,data374,data375,data376,data377,data378,data379,data380,data381,data382,data383,data384,class
842,83,-80,4,0,0,0,0,0,0,0,0,-2,0,-5,1,-5,2,-5,2,-5,3,-5,3,-4,4,-5,4,-5,5,-5,5,-5,5,-4,6,-4,6,-5,6,-5,6,-5,7,-6,7,-6,7,-6,7,-6,8,-5,8,-5,9,-6,9,-6,9,-6,9,-7,9,-7,4,-4,9,-7,9,-7,9,-7,8,-7,8,-7,9,-7,9,-7,8,-7,8,-8,7,-8,7,-8,7,-8,7,-9,6,-10,7,-11,7,-11,7,-11,6,-11,7,-11,8,-11,8,-11,9,-11,9,-11,9,-11,9,-11,9,-10,2,-3,0,0,0,0,0,0,0,0,-1,-1,-1,-2,-2,-9,-2,-9,-2,-9,0,-8,2,-8,3,-8,4,-9,5,-9,6,-9,7,-8,8,-8,9,-8,9,-8,10,-8,10,-8,11,-9,12,-9,12,-9,12,-10,13,-10,13,-11,14,-11,14,-11,15,-10,16,-10,17,-11,16,-11,17,-11,17,-12,17,-12,17,-12,16,-12,16,-13,16,-13,16,-13,15,-13,15,-13,16,-13,15,-14,14,-15,14,-16,13,-16,12,-17,12,-18,12,-19,12,-20,12,-21,11,-21,11,-21,13,-21,14,-21,14,-21,15,-22,16,-22,17,-23,17,-22,18,-18,4,-4,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,10,-4,43,-15,43,-13,44,-12,44,-10,43,-9,41,-6,41,-5,41,-4,40,-3,38,-2,35,-1,33,-1,31,-1,29,-1,27,-1,24,-3,23,-4,21,-5,20,-6,19,-7,18,-9,17,-10,16,-12,16,-13,15,-15,15,-15,16,-14,14,-16,13,-17,13,-19,13,-19,12,-19,12,-20,13,-21,13,-21,12,-21,12,-20,12,-20,12,-20,12,-20,12,-21,11,-20,11,-19,11,-18,10,-17,10,-15,9,-14,10,-13,9,-13,9,-11,9,-10,8,-9,7,-9,8,-8,7,-8,6,-8,6,-8,0,-1,kit
843,83,-80,4,0,0,0,0,0,0,0,1,-3,4,-12,3,-12,2,-13,1,-13,0,-13,-1,-13,-1,-14,-2,-14,-2,-15,-1,-16,-2,-16,-2,-17,-2,-17,-2,-17,-3,-17,-5,-18,-5,-17,-4,-17,-4,-17,-5,-17,-5,-18,-5,-19,-4,-19,-5,-20,-5,-20,-5,-20,-3,-10,-5,-21,-6,-21,-6,-21,-5,-21,-4,-20,-4,-21,-3,-21,-2,-21,-3,-20,-3,-20,-2,-18,-2,-17,-2,-17,-3,-17,-4,-17,-5,-17,-6,-18,-5,-18,-5,-18,-4,-18,-4,-19,-3,-20,-3,-20,-2,-19,0,-19,1,-20,0,-5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kit
844,83,-80,4,0,0,0,0,0,0,0,3,0,14,3,14,2,15,1,16,-1,16,-1,15,-2,15,-2,15,-2,15,-2,16,-2,17,-3,17,-3,17,-3,16,-3,16,-4,16,-5,16,-5,16,-5,16,-5,16,-6,17,-6,17,-6,18,-5,18,-6,19,-7,19,-7,9,-3,20,-7,20,-8,21,-8,22,-7,21,-5,22,-5,22,-5,22,-4,22,-3,21,-2,20,-2,19,-2,19,-2,19,-2,18,-3,18,-3,19,-3,18,-2,17,-2,18,-2,18,-1,18,-2,18,-2,18,-1,18,0,19,1,5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kit
845,83,-80,4,0,0,0,0,0,0,0,-3,0,-9,2,-10,2,-10,2,-11,2,-11,2,-11,2,-11,2,-11,2,-10,2,-11,3,-11,3,-11,3,-11,3,-11,4,-11,4,-11,4,-11,5,-11,5,-11,5,-11,4,-11,4,-11,4,-11,5,-11,5,-11,5,-11,5,-6,3,-12,6,-12,6,-12,7,-12,7,-12,7,-12,6,-12,6,-12,6,-12,5,-12,5,-12,5,-12,5,-12,5,-12,6,-12,5,-12,5,-12,6,-12,5,-11,5,-11,5,-12,5,-12,4,-12,4,-12,4,-12,4,-13,4,-4,1,0,0,0,0,0,0,0,0,-1,-1,-3,-1,-17,0,-16,1,-16,3,-17,4,-17,4,-17,4,-18,4,-19,4,-19,5,-19,5,-19,5,-20,5,-20,5,-19,6,-20,6,-21,6,-21,7,-20,7,-20,8,-21,8,-21,9,-21,9,-20,9,-20,9,-20,9,-21,9,-21,9,-21,10,-21,10,-21,10,-22,11,-21,12,-22,12,-22,12,-22,12,-23,11,-23,10,-23,10,-23,10,-23,10,-22,10,-22,9,-22,9,-22,10,-22,11,-22,11,-22,10,-22,10,-22,9,-22,8,-22,8,-23,8,-23,8,-22,7,-21,7,-22,6,-23,7,-6,1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-12,20,-47,22,-47,25,-47,28,-46,29,-43,30,-41,32,-39,32,-38,33,-36,34,-34,34,-33,34,-33,35,-32,35,-31,35,-29,35,-29,34,-28,34,-27,34,-26,35,-24,35,-23,34,-22,34,-21,34,-20,34,-19,33,-19,31,-22,30,-18,29,-18,28,-18,28,-18,28,-17,27,-16,26,-16,26,-15,25,-15,23,-15,22,-14,22,-14,21,-14,21,-14,19,-13,18,-13,16,-12,15,-12,13,-11,12,-11,11,-12,9,-12,8,-12,7,-13,6,-13,5,-13,4,-13,3,-14,2,-15,2,-16,0,-2,kit
846,83,-80,4,0,0,0,0,0,0,0,0,1,3,4,3,3,3,3,4,3,4,3,4,3,4,3,3,3,4,3,4,3,4,3,4,2,5,3,5,3,5,3,5,2,5,2,5,2,6,2,5,2,6,3,6,3,6,3,6,3,6,3,6,3,3,1,6,4,6,4,6,4,6,4,6,4,6,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,5,4,5,4,6,1,1,0,0,0,0,0,0,0,0,0,0,1,1,7,8,7,7,7,7,7,6,6,6,7,6,7,5,8,5,8,5,8,5,8,4,8,4,8,4,9,4,9,4,9,4,9,4,9,3,10,3,11,3,11,2,11,3,11,3,11,4,11,4,12,4,12,4,12,5,13,5,13,5,14,5,12,6,12,6,12,6,12,6,12,7,12,7,11,8,11,8,10,8,9,8,9,8,8,7,8,7,8,7,8,6,8,6,8,6,8,5,9,6,9,6,9,6,9,6,9,7,9,7,9,8,10,9,3,2,0,0,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-2,-1,-1,0,2,2,13,7,45,5,47,2,48,-2,48,-5,47,-7,46,-10,46,-12,44,-15,43,-17,41,-19,40,-21,39,-22,38,-23,36,-23,36,-24,35,-25,34,-25,32,-26,30,-27,29,-28,27,-28,26,-29,24,-30,23,-30,22,-30,21,-28,23,-29,19,-28,18,-28,18,-28,17,-27,16,-27,15,-27,14,-27,13,-27,12,-26,11,-26,10,-25,9,-25,9,-25,8,-24,7,-23,7,-22,6,-20,5,-19,5,-18,4,-17,4,-15,4,-14,4,-14,4,-13,5,-13,5,-11,6,-11,7,-10,7,-10,8,-2,1,
847,83,-80,4,0,0,0,0,0,0,0,1,2,7,7,8,6,9,5,10,4,10,2,10,2,11,1,12,0,12,0,13,-1,13,-2,14,-3,14,-4,14,-5,15,-6,16,-8,17,-8,17,-8,18,-8,18,-9,19,-10,20,-10,21,-10,22,-10,23,-11,24,-11,12,-6,25,-11,26,-12,27,-12,28,-11,28,-10,29,-9,29,-8,28,-6,28,-5,27,-4,25,-3,24,-1,22,-1,21,-2,19,-3,19,-4,19,-4,18,-4,17,-4,16,-5,16,-5,16,-6,16,-7,16,-7,16,-6,15,-4,3,-1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,83,-80,4,0,0,0,0,0,0,0,2,-2,8,-5,7,-7,7,-9,6,-10,5,-11,5,-11,4,-12,4,-13,3,-13,3,-14,2,-16,2,-17,1,-17,1,-17,0,-18,-2,-19,-1,-20,-1,-20,-1,-21,-2,-22,-2,-23,-3,-24,-2,-24,-2,-26,-3,-27,-3,-28,-2,-15,-3,-30,-4,-31,-3,-31,-1,-32,0,-31,1,-32,2,-32,3,-32,4,-30,5,-29,6,-27,7,-25,7,-23,6,-22,5,-21,4,-21,4,-20,4,-18,3,-17,2,-17,1,-16,1,-16,2,-16,1,-16,0,-15,-1,-13,-1,-3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,83,-80,4,0,0,0,0,0,0,0,2,-1,10,-4,9,-5,8,-6,7,-8,5,-9,5,-10,5,-11,4,-11,3,-11,2,-12,1,-13,0,-14,-1,-14,-2,-14,-3,-15,-4,-16,-4,-17,-5,-17,-5,-18,-6,-18,-6,-18,-6,-19,-7,-20,-9,-21,-10,-22,-11,-23,-6,-13,-12,-26,-12,-27,-12,-28,-11,-28,-10,-29,-9,-30,-8,-31,-6,-31,-5,-31,-5,-30,-5,-28,-3,-28,-2,-27,-1,-26,-1,-24,-1,-23,-1,-22,-1,-21,0,-20,0,-18,-1,-17,-1,-17,-2,-17,-2,-16,-2,-15,-3,-13,-1,-4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,83,-80,4,0,0,0,0,0,0,0,-4,-1,-14,-1,-13,0,-12,2,-12,4,-11,4,-11,5,-10,6,-9,8,-9,9,-9,10,-9,11,-8,12,-8,13,-7,14,-6,16,-5,17,-5,17,-5,18,-4,19,-4,20,-3,21,-3,22,-4,23,-4,24,-3,26,-3,27,-1,13,-1,29,-1,30,-2,31,-3,31,-4,31,-5,32,-5,33,-6,32,-8,32,-9,31,-11,29,-12,27,-12,26,-11,25,-11,24,-10,23,-10,22,-9,20,-9,18,-9,18,-9,17,-8,16,-9,14,-9,14,-7,13,-4,13,-1,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,83,-80,4,0,0,0,0,0,0,0,1,2,4,8,4,7,5,6,6,5,7,4,7,3,8,2,9,1,9,1,10,0,11,-1,12,-2,12,-2,11,-3,12,-4,13,-6,13,-7,13,-7,14,-7,14,-8,15,-9,15,-10,16,-10,17,-10,17,-12,17,-12,8,-7,18,-14,18,-15,19,-16,20,-16,21,-15,21,-15,22,-15,23,-14,24,-13,24,-12,24,-10,23,-9,21,-8,20,-8,19,-9,18,-8,18,-8,17,-7,15,-6,15,-6,14,-6,13,-6,13,-6,12,-6,11,-5,11,-4,3,-1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,83,-80,4,0,0,0,0,0,0,0,1,-3,6,-11,5,-11,4,-11,2,-11,0,-10,-1,-10,-2,-11,-3,-11,-4,-10,-5,-10,-6,-11,-7,-10,-7,-10,-8,-10,-10,-10,-11,-9,-12,-9,-12,-9,-13,-8,-14,-9,-15,-9,-15,-9,-16,-9,-18,-9,-19,-9,-19,-8,-11,-4,-22,-8,-23,-8,-23,-9,-24,-10,-24,-11,-25,-11,-25,-12,-25,-13,-24,-14,-23,-15,-22,-16,-20,-17,-19,-17,-19,-15,-19,-15,-19,-15,-18,-15,-16,-15,-15,-14,-14,-14,-13,-13,-12,-12,-11,-12,-11,-12,-11,-11,-9,-9,-2,-2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,83,-80,4,0,0,0,0,0,0,0,1,-2,6,-6,5,-7,4,-8,3,-9,2,-9,2,-9,1,-9,1,-10,0,-10,-1,-11,-2,-12,-2,-12,-3,-13,-3,-12,-4,-13,-5,-13,-6,-13,-6,-13,-6,-14,-7,-15,-7,-15,-8,-16,-8,-16,-9,-17,-10,-18,-9,-18,-5,-9,-11,-19,-12,-19,-12,-20,-11,-21,-11,-22,-11,-22,-10,-23,-9,-23,-9,-24,-8,-24,-7,-23,-5,-22,-5,-22,-5,-21,-5,-20,-5,-20,-4,-20,-4,-18,-3,-17,-3,-16,-3,-16,-3,-15,-3,-15,-3,-15,-2,-14,-3,-13,-1,-4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,83,-80,4,0,0,0,0,0,0,0,0,-3,2,-11,1,-12,0,-13,-2,-13,-3,-12,-4,-12,-4,-12,-5,-12,-6,-12,-6,-13,-7,-13,-7,-13,-8,-13,-8,-12,-10,-12,-11,-12,-12,-11,-12,-11,-12,-11,-13,-11,-14,-11,-15,-11,-15,-12,-16,-12,-18,-12,-18,-12,-10,-6,-21,-12,-22,-12,-23,-13,-23,-14,-22,-14,-23,-15,-23,-16,-23,-17,-22,-18,-21,-18,-20,-19,-18,-19,-17,-19,-17,-18,-17,-17,-17,-17,-16,-17,-14,-16,-13,-16,-12,-16,-12,-15,-12,-14,-11,-15,-11,-15,-10,-14,-9,-12,-2,-3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,83,-80,4,0,0,0,0,0,0,0,-1,0,-3,3,-3,3,-2,4,-2,4,-2,4,-2,4,-2,4,-2,5,-2,5,-1,5,-1,5,-1,5,-1,5,0,5,0,6,0,6,1,5,1,5,1,5,1,5,1,6,1,6,2,6,2,6,3,6,3,7,1,3,3,6,3,7,4,7,4,8,3,8,3,8,3,9,3,9,2,9,2,9,2,9,2,9,1,9,1,9,1,9,1,9,1,8,0,8,0,7,0,7,0,7,0,7,0,7,0,7,-1,7,0,5,0,1,0,0,0,0,0,0,0,0,-1,0,-1,1,-5,9,-4,9,-3,9,-3,9,-4,7,-3,8,-2,8,-1,8,-1,8,-1,8,-1,8,0,9,0,8,1,9,1,9,1,9,2,9,2,9,3,9,4,9,5,9,5,9,5,9,5,9,5,9,6,9,7,9,7,9,8,10,9,10,12,8,10,10,10,10,11,11,11,11,11,12,11,13,10,13,9,13,9,14,9,15,9,15,8,14,8,14,7,14,7,14,7,14,6,14,5,13,4,13,4,12,3,12,3,12,3,12,3,12,2,12,2,10,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-3,-2,-10,-12,-28,-40,-27,-41,-25,-43,-24,-45,-21,-45,-19,-44,-15,-44,-13,-45,-12,-45,-11,-46,-10,-46,-10,-46,-8,-45,-7,-44,-6,-43,-7,-42,-8,-42,-7,-41,-6,-40,-5,-40,-5,-40,-4,-40,-3,-40,-3,-41,-2,-40,-2,-39,-10,-37,-1,-36,-2,-35,-2,-35,-2,-33,-1,-33,-1,-32,-1,-31,-1,-30,-2,-29,-2,-29,-2,-27,-2,-26,-2,-25,-2,-24,-3,-24,-2,-23,-2,-21,-2,-20,-1,-18,-2,-16,-2,-15,-3,-14,-3,-13,-4,-12,-5,-11,-5,-11,-9,-8,-9,-7,-10,-6,-10,-6,-2,-1,
856,83,-80,4,0,0,0,0,0,0,0,2,0,11,0,11,0,12,-2,12,-3,12,-3,12,-4,12,-4,13,-5,13,-5,13,-6,14,-6,14,-7,13,-7,13,-8,13,-8,13,-10,12,-10,12,-10,12,-11,12,-11,12,-12,13,-12,13,-13,14,-14,14,-15,14,-16,7,-8,15,-17,15,-18,15,-19,16,-18,17,-17,18,-18,19,-18,20,-17,20,-16,20,-15,20,-14,19,-13,19,-12,18,-12,17,-11,17,-11,17,-11,16,-10,15,-9,14,-9,14,-9,13,-9,13,-9,13,-9,12,-8,12,-7,3,-2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,83,-80,4,0,0,0,0,0,0,0,2,1,8,7,8,6,9,5,10,5,11,5,10,4,11,4,12,4,12,4,13,4,13,3,14,2,13,2,13,2,14,1,14,1,14,0,14,0,14,-1,15,-1,16,-2,16,-2,16,-2,17,-3,19,-4,19,-4,10,-2,21,-4,22,-5,22,-5,23,-5,23,-3,24,-3,24,-2,25,-1,24,0,24,0,23,1,22,2,21,2,21,2,20,2,19,2,19,2,18,2,17,3,17,3,16,2,16,2,16,2,16,2,15,2,13,2,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,83,-80,4,0,0,0,0,0,0,0,2,-2,8,-8,8,-9,8,-10,7,-11,6,-11,6,-11,6,-12,6,-12,6,-12,5,-13,4,-14,4,-14,4,-14,3,-14,2,-15,1,-15,0,-14,0,-14,0,-15,-1,-15,-2,-16,-2,-16,-3,-17,-4,-18,-5,-19,-5,-20,-3,-11,-6,-22,-6,-22,-7,-23,-7,-24,-6,-24,-5,-25,-4,-26,-3,-27,-2,-27,-2,-26,-1,-25,0,-25,1,-24,1,-23,1,-22,1,-22,1,-22,2,-20,2,-19,2,-19,2,-18,2,-17,1,-17,1,-17,1,-17,2,-17,0,-5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,83,-80,4,0,0,0,0,0,0,0,0,0,3,2,3,1,4,1,4,0,4,0,4,0,4,0,4,0,4,-1,5,-1,5,-1,5,-1,5,-2,5,-2,5,-2,4,-3,4,-3,5,-4,5,-4,4,-4,5,-4,5,-4,5,-5,5,-5,5,-5,5,-6,3,-3,6,-7,6,-7,6,-7,7,-7,7,-7,7,-7,7,-7,7,-7,8,-7,8,-6,7,-6,7,-5,7,-5,7,-5,7,-5,6,-4,6,-5,6,-5,6,-4,5,-4,5,-4,5,-4,5,-4,6,-4,6,-4,7,-3,1,-1,0,0,0,0,0,0,0,0,-1,-1,1,0,8,4,8,3,8,2,7,1,6,2,6,2,7,0,7,-1,7,-1,7,-1,7,-2,8,-2,8,-3,8,-4,8,-4,8,-5,8,-5,8,-5,7,-6,7,-7,7,-8,7,-8,7,-9,7,-9,7,-9,7,-10,6,-10,7,-11,7,-12,7,-13,4,-15,7,-14,7,-15,8,-15,8,-16,8,-16,9,-16,10,-16,10,-15,10,-15,9,-15,10,-14,10,-13,10,-12,10,-12,9,-12,9,-12,9,-12,8,-11,7,-10,7,-10,7,-10,7,-9,7,-10,7,-10,8,-11,10,-11,2,-3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-13,1,-52,6,-53,5,-55,3,-56,1,-55,-1,-54,-3,-54,-4,-53,-5,-52,-6,-51,-9,-51,-10,-50,-11,-49,-11,-47,-11,-47,-11,-48,-10,-48,-9,-47,-8,-46,-8,-45,-9,-45,-9,-45,-10,-44,-11,-43,-12,-43,-12,-41,-12,-42,-3,-39,-11,-39,-10,-37,-9,-36,-9,-36,-9,-34,-9,-34,-9,-33,-8,-32,-7,-31,-6,-30,-5,-29,-6,-28,-5,-28,-4,-26,-4,-25,-4,-24,-4,-22,-4,-20,-3,-19,-2,-18,-2,-16,-2,-15,-1,-13,0,-12,1,-11,2,-10,6,-10,6,-9,7,-8,8,-1,1,
